playerId,birthDate
8480246,1998-06-15
8480891,2000-01-13
8484254,1999-04-09
8479518,1998-01-12
8483515,2004-03-30
8481550,2001-05-10
8482077,2001-09-23
8481013,2000-07-16
8481056,2000-01-04
8483620,1997-11-24
8481072,2000-02-11
8481725,2001-07-05
8481604,2000-10-26
8482122,2002-08-22
8479591,1996-09-09
8480893,2000-07-21
8483524,2004-01-05
8482259,1996-06-15
8481527,2001-01-29
8482720,2002-10-17
8481585,2001-01-23
8478409,1996-12-20
8482711,2003-01-17
8480835,2000-02-03
8477993,1996-08-02
8482740,2003-05-14
8482081,2001-11-02
8483808,1996-02-04
8480252,1999-04-06
8484256,1999-04-16
8482159,2002-01-18
8481683,1999-11-06
8478028,1996-05-27
8479329,1997-12-27
8480468,1999-04-27
8480880,2000-03-28
8482861,2002-11-14
8479972,1998-11-03
8481601,2001-05-24
8483619,1999-01-05
8482087,2002-01-18
8481543,2000-09-16
8477467,1994-12-01
8481592,2001-03-07
8481541,2000-12-09
8482105,2002-07-08
8482730,2003-02-09
8482699,2003-04-10
8483597,1999-07-06
8482181,2001-11-15
8480328,1994-02-21
8481422,1995-05-09
8482097,2001-09-19
8481567,2001-03-12
8484125,2002-08-18
8483630,1999-12-07
8482652,1997-11-23
8481712,2000-05-31
8482176,2002-07-31
8484166,2004-10-12
8481743,1999-10-11
8482162,2002-08-08
8482744,2003-05-31
8482155,2001-10-28
8482070,1998-01-26
8483457,2004-02-14
8481719,2000-04-19
8484144,2005-07-17
8483490,2003-11-25
8482807,2003-01-15
8483499,2004-01-28
8482679,2002-11-14
8479522,1998-07-04
8482470,2000-07-20
8480834,2000-05-23
8482460,2002-06-29
8482713,2002-11-15
8481806,2001-05-04
8480851,2000-01-02
8482144,2002-03-19
8482177,2002-07-17
8482684,2003-09-09
8481789,2001-04-30
8481028,1999-11-19
8482858,2001-12-13
8480990,2000-01-12
8481024,1999-11-16
8482765,2003-03-15
8482659,2002-02-01
8483482,2004-01-12
8479638,1998-02-02
8482511,2001-01-17
8484304,1996-08-01
8482702,2003-02-26
8481065,1999-10-02
8481070,1998-07-11
8481534,2000-09-25
8482451,2001-12-17
8481462,1996-02-01
8482929,2001-02-02
8480032,1999-07-30
8482101,2002-02-06
8482157,2002-02-05
8483395,2001-01-09
8483493,2004-01-14
8481593,2001-09-08
8482749,2003-08-06
8484911,2002-09-21
8482737,2003-02-24
8481206,2000-08-02
8482126,2002-02-23
8483489,2004-07-05
8481564,2001-07-24
8482784,2003-01-04
8480874,2000-01-13
8484153,2004-12-26
8484145,2005-05-12
8482118,2001-12-26
8478011,1996-05-14
8482166,2002-01-10
8482751,2003-09-04
8483495,2004-02-15
8482476,2001-11-16
8480836,2000-05-04
8482666,2002-11-01
8479321,1997-11-16
8481556,2001-04-05
8481716,2000-09-10
8479330,1997-11-07
8482803,2003-09-10
8482516,2000-06-23
8484314,1996-11-05
8478854,1997-02-11
8482094,2002-05-15
8481726,2000-10-12
8483505,2004-03-10
8482061,1998-03-11
8481237,1999-04-29
8483609,2000-09-14
8482859,2003-05-29
8482153,2001-10-22
8483567,2000-10-10
8482172,2002-06-25
8482074,2001-09-25
8481751,1999-04-20
8483431,2004-05-04
8481578,2001-04-24
8481030,1999-07-22
8481703,1999-06-04
8484255,1999-06-17
8483012,2002-07-09
8483466,2004-06-21
8479547,1998-04-06
8484325,1998-07-06
8483491,2004-02-04
8484258,1998-07-27
8481679,2001-04-28
8484210,2005-05-07
8481607,2001-01-04
8480840,2000-03-12
8482201,2001-01-16
8482169,2002-05-10
8481042,1999-10-17
8483398,2000-05-18
8484779,2006-08-21
8484241,2005-02-06
8484152,2004-12-21
8483930,2002-08-20
8482102,2002-03-13
8483485,2004-07-12
8484180,2004-11-12
8482209,2002-04-12
8483476,2004-07-24
8482896,2002-12-29
8484958,1998-09-19
8482733,2003-04-15
8479249,1994-01-14
8481591,2001-02-25
8483768,2002-05-26
8484783,2005-10-28
8483553,1999-07-22
8479942,1993-04-18
8485483,2002-09-17
8480825,2000-01-03
8483497,2004-07-30
8482703,2003-01-04
8482178,2002-01-04
8484929,1998-02-09
8482758,2003-06-13
8482763,2003-01-19
8483481,2004-06-07
8485105,2004-02-20
8482408,1996-08-07
8484938,2001-04-06
8483512,2004-01-01
8482103,2002-03-09
8483447,2004-05-05
8484976,1998-03-17
8482726,2002-11-26
8482775,2003-07-29
8482809,2003-08-03
8483468,2004-04-14
8482700,2003-04-28
8483678,2004-02-16
8483424,2004-02-03
8479387,1998-02-10
8482250,1997-03-19
8484136,2000-09-05
8483445,2004-01-19
8484186,2005-01-21
8484801,2006-06-13
8483516,2004-06-01
8483471,2003-12-19
8483573,1998-02-05
8481737,2000-10-07
8481732,2000-07-26
8483429,2004-01-08
8484197,2005-01-22
8480259,1999-02-26
8483432,2003-11-10
8482747,2003-01-05
8479022,1996-01-05
8484221,2005-01-21
8481491,1998-08-31
8482768,2003-04-05
8483500,2004-03-11
8483448,2004-02-15
8483503,2004-01-27
8483425,2004-05-18
8484227,2005-03-17
8484321,1998-10-05
8483506,2004-06-25
8483549,1997-11-06
8480828,1999-09-23
8483472,2004-01-13
8482742,2003-05-15
8482132,2002-09-09
8484829,2001-02-23
8481133,2000-02-01
8482145,2002-01-08
8484387,2004-12-09
8482787,2003-02-16
8482482,2000-08-07
8481486,1995-05-11
8476425,1993-04-16
8482634,1999-12-10
8483733,2003-05-02
8483464,2004-04-08
8482206,2002-08-30
8483487,2004-03-30
8484262,1999-11-25
8484860,2006-03-01
8483525,2003-12-22
8482165,2002-03-09
8484388,2005-02-15
8484873,2006-06-28
8483433,2003-10-01
8483731,2003-11-20
8484240,2005-02-09
8484160,2004-09-27
8484901,2002-02-02
8482174,2002-03-20
8484471,2005-06-27
8480075,1999-05-05
8483709,2003-08-28
8485391,2007-05-07
8484150,2004-11-29
8484230,2005-05-29
8483526,2003-12-19
8482802,2002-03-28
8481569,2001-04-20
8483771,2004-01-23
8482107,2002-01-05
8482100,2001-10-02
8484994,2005-11-30
8483756,2002-11-22
8483890,2003-06-26
8482088,2002-03-24
8481219,1999-05-16
8484428,2003-09-05
8484185,2005-07-08
8483467,2004-02-05
8482090,2002-09-02
8482993,2002-10-10
8480842,2000-06-29
8484168,2005-02-18
8483676,2002-07-02
8484142,2005-04-27
8484149,2004-10-05
8483669,2004-09-07
8483463,2004-02-06
8483712,2003-12-27
8483690,2003-08-04
8483752,2002-07-03
8480426,1998-04-21
8483687,2004-04-07
8485512,2001-08-25
8482874,2003-04-22
8482715,2003-05-07
8485493,1996-02-10
8481721,2001-03-15
8484768,2006-02-15
8484797,2006-05-11
8484305,1998-10-19
8484798,2005-12-07
8484800,2006-01-14
8484793,2006-03-17
8484406,2003-02-26
8484933,2001-07-01
8485406,2006-10-26
8480876,2000-03-06
8485467,2003-07-28
8485366,2007-09-05
8484839,2006-05-08
8484177,2004-11-07
8484509,2002-03-22
8484169,2005-04-28
8484164,2005-06-15
8484806,2006-06-07
8482947,2001-02-24
8483841,2001-03-23
8483406,1998-03-31
8484135,2000-07-20
8484234,2004-11-16
8484158,2005-05-20
8485251,2003-06-24
8483452,2004-04-04
8483513,2003-09-21
8481525,2001-03-09
8482804,2003-02-02
8483728,2002-07-07
8484214,2005-04-05
8484529,2005-05-02
8482877,2003-07-20
8483531,1999-01-11
8484188,2005-01-05
8482911,2002-05-14
8485702,2000-10-07
8484403,2004-06-27
8484386,2005-02-04
8484380,1999-07-17
8484223,2005-03-11
8485402,2007-02-16
8481848,2001-03-09
8484999,2006-07-18
8483450,2003-10-21
8482131,2002-01-12
8480291,1999-07-27
8483686,2003-11-17
8484984,2005-12-10
8482731,2003-03-12
8484762,2006-01-28
8484794,2005-10-05
8485414,2007-04-19
8486056,2002-09-23
8482953,2001-03-13
8483465,2004-04-27
8483455,2004-03-30
8483510,2004-08-31
8484759,2005-09-29
8484203,2005-05-05
