EN_YEAR	FR_YEAR	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_INVITATION_CATEGORY	FR_CATEGORIE_D'INVITATION	EN_CENSUS_METROPOLITAN_AREA	FR_RÉGION_MÉTROPOLITAINE_DE_RECENSEMENT	TOTAL
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Chilliwack	Chilliwack	10
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Courtenay	Courtenay	5
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Cranbrook	Cranbrook	5
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Dawson Creek	Dawson Creek	5
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Duncan	Duncan	10
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Fort St. John	Fort St. John	15
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Kamloops	Kamloops	35
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Kelowna	Kelowna	45
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Nanaimo	Nanaimo	25
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Nelson	Nelson	--
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Other - British Columbia	Autres - Colombie-Britannique	155
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Penticton	Penticton	5
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Port Alberni	Port Alberni	--
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Powell River	Powell River	--
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Prince George	Prince George	25
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Prince Rupert	Prince Rupert	--
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Quesnel	Quesnel	--
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Salmon Arm	Salmon Arm	--
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Squamish	Squamish	15
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Terrace	Terrace	5
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Trail	Trail	--
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Vancouver	Vancouver	1805
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Vernon	Vernon	5
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Victoria	Victoria	80
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Williams Lake	Williams Lake	--
2017	2017	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Brandon	Brandon	25
2017	2017	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Other - Manitoba	Autres - Manitoba	25
2017	2017	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Portage la Prairie	Portage la Prairie	--
2017	2017	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Steinbach	Steinbach	--
2017	2017	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Thompson	Thompson	--
2017	2017	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Winnipeg	Winnipeg	255
2017	2017	Manitoba	Manitoba	Federal Skilled Trades	Métiers spécialisés	Other - Manitoba	Autres - Manitoba	--
2017	2017	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Brandon	Brandon	10
2017	2017	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Other - Manitoba	Autres - Manitoba	20
2017	2017	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Portage la Prairie	Portage la Prairie	--
2017	2017	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Steinbach	Steinbach	--
2017	2017	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Thompson	Thompson	--
2017	2017	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Winkler	Winkler	--
2017	2017	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Winnipeg	Winnipeg	275
2017	2017	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Brandon	Brandon	--
2017	2017	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Winnipeg	Winnipeg	10
2017	2017	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Bathurst	Bathurst	--
2017	2017	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Fredericton	Fredericton	85
2017	2017	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Miramichi	Miramichi	--
2017	2017	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Moncton	Moncton	45
2017	2017	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Other - New Brunswick	Autres - Nouveau-Brunswick	15
2017	2017	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Saint John	Saint John	35
2017	2017	New Brunswick	Nouveau-Brunswick	Federal Skilled Trades	Métiers spécialisés	Moncton	Moncton	--
2017	2017	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Bathurst	Bathurst	--
2017	2017	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Edmundston	Edmundston	5
2017	2017	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Fredericton	Fredericton	30
2017	2017	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Miramichi	Miramichi	--
2017	2017	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Moncton	Moncton	45
2017	2017	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Other - New Brunswick	Autres - Nouveau-Brunswick	10
2017	2017	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Saint John	Saint John	15
2017	2017	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Bathurst	Bathurst	5
2017	2017	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Fredericton	Fredericton	300
2017	2017	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Miramichi	Miramichi	--
2017	2017	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Moncton	Moncton	170
2017	2017	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Other - New Brunswick	Autres - Nouveau-Brunswick	10
2017	2017	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Saint John	Saint John	105
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Corner Brook	Corner Brook	--
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Gander	Gander	--
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Grand Falls-Windsor	Grand Falls-Windsor	--
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	10
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	St. John's	St. John's	125
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Corner Brook	Corner Brook	--
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	5
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	St. John's	St. John's	55
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Gander	Gander	--
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	--
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	St. John's	St. John's	10
2017	2017	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Territories (outside Census agglomeration, Northwest Territories)	Territoires (à l'extérieur des agglomérations de recensement, Territoires du Nord-Ouest)	--
2017	2017	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Yellowknife	Yellowknife	15
2017	2017	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Trades	Métiers spécialisés	Territories (outside Census agglomeration, Northwest Territories)	Territoires (à l'extérieur des agglomérations de recensement, Territoires du Nord-Ouest)	--
2017	2017	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Territories (outside Census agglomeration, Northwest Territories)	Territoires (à l'extérieur des agglomérations de recensement, Territoires du Nord-Ouest)	--
2017	2017	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Yellowknife	Yellowknife	5
2017	2017	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Territories (outside Census agglomeration, Northwest Territories)	Territoires (à l'extérieur des agglomérations de recensement, Territoires du Nord-Ouest)	--
2017	2017	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Yellowknife	Yellowknife	5
2017	2017	Province/Territory not stated	Province / territoire non déclaré(e)	Federal Skilled Worker	Travailleurs qualifiés	Census metropolitan area not stated	Région métropolitaine de recensement non déclarée	--
2017	2017	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Cape Breton	Cape Breton	5
2017	2017	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Halifax	Halifax	300
2017	2017	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Kentville	Kentville	--
2017	2017	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	New Glasgow	New Glasgow	--
2017	2017	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Other - Nova Scotia	Autres - Nouvelle-Écosse	20
2017	2017	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Truro	Truro	--
2017	2017	Nova Scotia	Nouvelle-Écosse	Federal Skilled Trades	Métiers spécialisés	Other - Nova Scotia	Autres - Nouvelle-Écosse	--
2017	2017	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Cape Breton	Cape Breton	10
2017	2017	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Halifax	Halifax	205
2017	2017	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Other - Nova Scotia	Autres - Nouvelle-Écosse	15
2017	2017	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Truro	Truro	--
2017	2017	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Cape Breton	Cape Breton	30
2017	2017	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Halifax	Halifax	910
2017	2017	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Kentville	Kentville	--
2017	2017	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	New Glasgow	New Glasgow	--
2017	2017	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Other - Nova Scotia	Autres - Nouvelle-Écosse	20
2017	2017	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Truro	Truro	10
2017	2017	Nunavut	Nunavut	Canadian Experience Class	Catégorie de l'expérience canadienne	Territories (outside Census agglomeration, Nunavut)	Territoires (à l'extérieur des agglomérations de recensement, Nunavut)	--
2017	2017	Nunavut	Nunavut	Federal Skilled Worker	Travailleurs qualifiés	Territories (outside Census agglomeration, Nunavut)	Territoires (à l'extérieur des agglomérations de recensement, Nunavut)	--
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Barrie	Barrie	105
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Belleville - Quinte West	Belleville - Quinte West	20
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Brantford	Brantford	35
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Brockville	Brockville	5
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Centre Wellington	Centre Wellington	5
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Chatham-Kent	Chatham-Kent	15
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Cobourg	Cobourg	--
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Collingwood	Collingwood	15
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Cornwall	Cornwall	10
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Elliot Lake	Elliot Lake	--
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Essa	Essa	--
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Greater Sudbury	Grand Sudbury	40
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Guelph	Guelph	120
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Hamilton	Hamilton	460
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Hawkesbury (Ontario part)	Hawkesbury (partie de l'Ontario)	--
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Ingersoll	Ingersoll	--
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Kawartha Lakes	Kawartha Lakes	5
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Kenora	Kenora	5
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Kingston	Kingston	75
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Kitchener - Cambridge - Waterloo	Kitchener - Cambridge - Waterloo	675
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	London	Londres	360
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Midland	Midland	--
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Norfolk	Norfolk	10
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	North Bay	North Bay	5
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Orillia	Orillia	--
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Oshawa	Oshawa	90
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Other - Ontario	Autres - Ontario	130
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Ottawa - Gatineau (Ontario part)	Ottawa - Gatineau (partie de l'Ontario)	1070
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Owen Sound	Owen Sound	--
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Pembroke	Pembroke	--
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Petawawa	Petawawa	--
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Peterborough	Peterborough	55
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Port Hope	Port Hope	--
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Sarnia	Sarnia	35
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Sault Ste. Marie	Sault Ste. Marie	20
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	St. Catharines - Niagara	St. Catharines - Niagara	170
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Stratford	Stratford	15
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Thunder Bay	Thunder Bay	40
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Tillsonburg	Tillsonburg	--
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Timmins	Timmins	15
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Toronto	Toronto	15225
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Windsor	Windsor	215
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Woodstock	Woodstock	10
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Guelph	Guelph	--
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Hamilton	Hamilton	5
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Kitchener - Cambridge - Waterloo	Kitchener - Cambridge - Waterloo	--
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	London	Londres	--
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Oshawa	Oshawa	--
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Other - Ontario	Autres - Ontario	5
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Ottawa - Gatineau (Ontario part)	Ottawa - Gatineau (partie de l'Ontario)	--
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Sarnia	Sarnia	--
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Toronto	Toronto	50
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Windsor	Windsor	--
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Woodstock	Woodstock	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Barrie	Barrie	25
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Belleville - Quinte West	Belleville - Quinte West	15
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Brantford	Brantford	10
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Brockville	Brockville	5
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Chatham-Kent	Chatham-Kent	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Cobourg	Cobourg	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Collingwood	Collingwood	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Cornwall	Cornwall	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Essa	Essa	5
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Greater Sudbury	Grand Sudbury	15
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Guelph	Guelph	65
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Hamilton	Hamilton	255
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Hawkesbury (Ontario part)	Hawkesbury (partie de l'Ontario)	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Kawartha Lakes	Kawartha Lakes	5
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Kenora	Kenora	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Kingston	Kingston	55
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Kitchener - Cambridge - Waterloo	Kitchener - Cambridge - Waterloo	305
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	London	Londres	210
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Norfolk	Norfolk	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	North Bay	North Bay	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Orillia	Orillia	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Oshawa	Oshawa	55
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Other - Ontario	Autres - Ontario	125
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Ottawa - Gatineau (Ontario part)	Ottawa - Gatineau (partie de l'Ontario)	1285
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Owen Sound	Owen Sound	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Peterborough	Peterborough	15
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Sarnia	Sarnia	20
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Sault Ste. Marie	Sault Ste. Marie	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	St. Catharines - Niagara	St. Catharines - Niagara	60
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Stratford	Stratford	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Thunder Bay	Thunder Bay	20
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Tillsonburg	Tillsonburg	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Timmins	Timmins	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Toronto	Toronto	18680
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Windsor	Windsor	135
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Woodstock	Woodstock	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Barrie	Barrie	15
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Belleville - Quinte West	Belleville - Quinte West	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Brantford	Brantford	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Chatham-Kent	Chatham-Kent	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Cornwall	Cornwall	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Essa	Essa	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Greater Sudbury	Grand Sudbury	5
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Guelph	Guelph	20
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Hamilton	Hamilton	70
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Kawartha Lakes	Kawartha Lakes	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Kingston	Kingston	5
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Kitchener - Cambridge - Waterloo	Kitchener - Cambridge - Waterloo	65
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	London	Londres	55
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Norfolk	Norfolk	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Orillia	Orillia	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Oshawa	Oshawa	15
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Other - Ontario	Autres - Ontario	15
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Ottawa - Gatineau (Ontario part)	Ottawa - Gatineau (partie de l'Ontario)	305
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Owen Sound	Owen Sound	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Pembroke	Pembroke	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Peterborough	Peterborough	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Sarnia	Sarnia	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Sault Ste. Marie	Sault Ste. Marie	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	St. Catharines - Niagara	St. Catharines - Niagara	15
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Stratford	Stratford	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Thunder Bay	Thunder Bay	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Tillsonburg	Tillsonburg	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Timmins	Timmins	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Toronto	Toronto	3715
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Windsor	Windsor	35
2017	2017	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	Charlottetown	Charlottetown	65
