EN_YEAR	FR_ANNEÉ	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_INVITATION_CATEGORY	FR_CATEGORIE_D'INVITATION	EN_COUNTRY_OF_CITIZENSHIP	FR_PAYS_DE_CITOYENNETÉ	TOTAL
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	China, People's Republic of	Chine, République populaire de	245
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Colombia	Colombie	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Croatia	Croatie	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Egypt	Égypte	10
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	France	France	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Ghana	Ghana	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Honduras	Honduras	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Hong Kong SAR	RAS Hong Kong	15
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Hungary	Hongrie	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	India	Inde	190
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Indonesia, Republic of	Indonésie, République d'	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Iran	Iran	15
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Ireland, Republic of	Irlande, République d'	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Israel	Israël	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Jamaica	Jamaïque	10
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Japan	Japon	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Korea, Republic of	Corée, République de	5
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Lebanon	Liban	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Macau SAR	RAS Macao	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Malaysia	Malaisie	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Mauritius	Maurice	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Mexico	Mexique	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Nepal	Népal	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Nigeria	Nigéria	5
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Norway	Norvège	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Pakistan	Pakistan	30
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Peru	Pérou	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Philippines	Philippines	15
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Poland	Pologne	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Portugal	Portugal	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Russia	Russie	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Singapore	Singapour	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	South Africa, Republic of	Afrique du Sud, République d'	5
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Spain	Espagne	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Sudan, Democratic Republic of	Soudan, République démocratique du	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Taiwan	Taïwan	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Tanzania, United Republic of	Tanzanie, République unie de	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Thailand	Thaïlande	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Trinidad and Tobago, Republic of	Trinité-et-Tobago, République de	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Tunisia	Tunisie	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Turkey	Turquie	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Ukraine	Ukraine	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	United Kingdom and Overseas Territories	Royaume-Uni et territoires d’outre-mer	10
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	United States of America	États-Unis d'Amérique	--
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Venezuela	Venezuela	5
2015	2015	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Vietnam	Viêt-Nam	5
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	China, People's Republic of	Chine, République populaire de	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	India	Inde	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	United Kingdom and Overseas Territories	Royaume-Uni et territoires d’outre-mer	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	United States of America	États-Unis d'Amérique	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Federal Skilled Worker	Travailleurs qualifiés	China, People's Republic of	Chine, République populaire de	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Federal Skilled Worker	Travailleurs qualifiés	Ghana	Ghana	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Federal Skilled Worker	Travailleurs qualifiés	India	Inde	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Federal Skilled Worker	Travailleurs qualifiés	Panama, Republic of	Panama, République du	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Federal Skilled Worker	Travailleurs qualifiés	United Kingdom and Overseas Territories	Royaume-Uni et territoires d’outre-mer	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Federal Skilled Worker	Travailleurs qualifiés	United States of America	États-Unis d'Amérique	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Australia	Australie	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Bahama Islands, The	Bahamas	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Bangladesh	Bangladesh	5
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Benin, Republic of	Bénin, République du	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Brazil	Brésil	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Cameroon, Federal Republic of	Cameroun, République fédérale du	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	China, People's Republic of	Chine, République populaire de	5
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Dominica	Dominique	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Egypt	Égypte	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Finland	Finlande	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Ghana	Ghana	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	India	Inde	50
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Iran	Iran	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Israel	Israël	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Jamaica	Jamaïque	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Jordan	Jordanie	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Kenya	Kenya	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Korea, Republic of	Corée, République de	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Mexico	Mexique	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Nepal	Népal	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Nigeria	Nigéria	15
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Pakistan	Pakistan	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Philippines	Philippines	10
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Russia	Russie	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Senegal	Sénégal	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	South Africa, Republic of	Afrique du Sud, République d'	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Turkey	Turquie	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Ukraine	Ukraine	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	United Kingdom and Overseas Territories	Royaume-Uni et territoires d’outre-mer	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	United States of America	États-Unis d'Amérique	--
2015	2015	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Yemen	Yémen	--
2015	2015	Province/Territory not stated	Province / territoire non déclaré(e)	Federal Skilled Worker	Travailleurs qualifiés	India	Inde	--
2015	2015	Province/Territory not stated	Province / territoire non déclaré(e)	Provincial Nominee Program	Candidats des provinces ou des territoires	Iran	Iran	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Australia	Australie	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Bangladesh	Bangladesh	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Belgium	Belgique	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	China, People's Republic of	Chine, République populaire de	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Croatia	Croatie	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Estonia	Estonie	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Ethiopia	Éthiopie	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Germany	Allemagne	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	India	Inde	30
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Iran	Iran	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Ireland, Republic of	Irlande, République d'	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Israel	Israël	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Jamaica	Jamaïque	5
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Korea, Republic of	Corée, République de	15
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Kyrgyzstan	Kirghizistan	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Lithuania	Lituanie	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Mexico	Mexique	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Netherlands, The	Pays-Bas	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Nigeria	Nigéria	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Philippines	Philippines	15
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Poland	Pologne	5
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Romania	Roumanie	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Russia	Russie	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	South Africa, Republic of	Afrique du Sud, République d'	5
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Ukraine	Ukraine	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	United Kingdom and Overseas Territories	Royaume-Uni et territoires d’outre-mer	--
2015	2015	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	United States of America	États-Unis d'Amérique	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Trades	Métiers spécialisés	Belgium	Belgique	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Trades	Métiers spécialisés	Croatia	Croatie	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Trades	Métiers spécialisés	Estonia	Estonie	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Trades	Métiers spécialisés	India	Inde	5
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Trades	Métiers spécialisés	Ireland, Republic of	Irlande, République d'	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Trades	Métiers spécialisés	Korea, Republic of	Corée, République de	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Trades	Métiers spécialisés	Philippines	Philippines	5
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Trades	Métiers spécialisés	Poland	Pologne	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Trades	Métiers spécialisés	Romania	Roumanie	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Trades	Métiers spécialisés	South Africa, Republic of	Afrique du Sud, République d'	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Trades	Métiers spécialisés	Ukraine	Ukraine	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Trades	Métiers spécialisés	United Kingdom and Overseas Territories	Royaume-Uni et territoires d’outre-mer	5
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Trades	Métiers spécialisés	United States of America	États-Unis d'Amérique	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Australia	Australie	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Bangladesh	Bangladesh	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	China, People's Republic of	Chine, République populaire de	10
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Czech Republic	République tchèque	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Djibouti, Republic of	Djibouti, République de	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	France	France	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Ghana	Ghana	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Hungary	Hongrie	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	India	Inde	20
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Iran	Iran	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Ireland, Republic of	Irlande, République d'	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Jamaica	Jamaïque	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Korea, Republic of	Corée, République de	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Mauritius	Maurice	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Mexico	Mexique	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Nigeria	Nigéria	20
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Pakistan	Pakistan	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Philippines	Philippines	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Singapore	Singapour	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	South Africa, Republic of	Afrique du Sud, République d'	5
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Ukraine	Ukraine	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	United Kingdom and Overseas Territories	Royaume-Uni et territoires d’outre-mer	15
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	United States of America	États-Unis d'Amérique	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Vietnam	Viêt-Nam	--
2015	2015	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Zimbabwe	Zimbabwe	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Armenia	Arménie	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Bangladesh	Bangladesh	15
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Barbados	Barbade	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Brazil	Brésil	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	China, People's Republic of	Chine, République populaire de	85
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Dominican Republic	République dominicaine	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Egypt	Égypte	10
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Ethiopia	Éthiopie	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Hong Kong SAR	RAS Hong Kong	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	India	Inde	85
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Iran	Iran	10
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Ireland, Republic of	Irlande, République d'	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Jamaica	Jamaïque	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Jordan	Jordanie	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Kazakhstan	Kazakhstan	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Libya	Libye	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Macedonia	Macédoine	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Mexico	Mexique	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Nepal	Népal	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Nigeria	Nigéria	25
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Pakistan	Pakistan	15
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Peru	Pérou	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Philippines	Philippines	10
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Poland	Pologne	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Russia	Russie	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Serbia, Republic of	Serbie, République de	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	South Africa, Republic of	Afrique du Sud, République d'	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Sri Lanka	Sri Lanka	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Stateless	Apatride	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Taiwan	Taïwan	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Turkey	Turquie	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Ukraine	Ukraine	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	United Kingdom and Overseas Territories	Royaume-Uni et territoires d’outre-mer	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Uzbekistan	Ouzbékistan	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Vietnam	Viêt-Nam	--
2015	2015	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Zimbabwe	Zimbabwe	--
2015	2015	Yukon	Yukon	Canadian Experience Class	Catégorie de l'expérience canadienne	Bulgaria	Bulgarie	--
2015	2015	Yukon	Yukon	Canadian Experience Class	Catégorie de l'expérience canadienne	China, People's Republic of	Chine, République populaire de	--
2015	2015	Yukon	Yukon	Canadian Experience Class	Catégorie de l'expérience canadienne	Hungary	Hongrie	--
2015	2015	Yukon	Yukon	Canadian Experience Class	Catégorie de l'expérience canadienne	India	Inde	--
2015	2015	Yukon	Yukon	Federal Skilled Worker	Travailleurs qualifiés	Australia	Australie	--
2015	2015	Yukon	Yukon	Federal Skilled Worker	Travailleurs qualifiés	France	France	--
2015	2015	Yukon	Yukon	Federal Skilled Worker	Travailleurs qualifiés	India	Inde	--
2015	2015	Yukon	Yukon	Federal Skilled Worker	Travailleurs qualifiés	Slovenia	Slovénie	--
2015	2015	Yukon	Yukon	Federal Skilled Worker	Travailleurs qualifiés	Spain	Espagne	--
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Albania	Albanie	10
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Algeria	Algérie	--
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Antigua and Barbuda	Antigua-et-Barbuda	--
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Argentina	Argentine	5
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Australia	Australie	90
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Azerbaijan	Azerbaïdjan	--
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Bahama Islands, The	Bahamas	--
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Bangladesh	Bangladesh	15
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Barbados	Barbade	--
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Belarus	Bélarus	--
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Belgium	Belgique	--
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Bosnia-Herzegovina	Bosnie-Herzégovine	--
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Brazil	Brésil	15
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Burkina-Faso	Burkina Faso	--
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Chile	Chili	5
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	China, People's Republic of	Chine, République populaire de	50
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Colombia	Colombie	--
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Costa Rica	Costa Rica	--
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Croatia	Croatie	75
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Cyprus	Chypre	--
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Czech Republic	République tchèque	30
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Denmark	Danemark	5
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Dominican Republic	République dominicaine	--
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Ecuador	Équateur	--
2016	2016	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Egypt	Égypte	15
