EN_YEAR	FR_ANNEÉ	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_INVITATION_CATEGORY	FR_CATEGORIE_D'INVITATION	EN_ITA_SCORE	FR_NOTE_D'IPD	TOTAL
2016	2016	Saskatchewan	Saskatchewan	Federal Skilled Trades	Métiers spécialisés	Score 701 - 800	Note 701 - 800	15
2016	2016	Saskatchewan	Saskatchewan	Federal Skilled Trades	Métiers spécialisés	Score 801 - 900	Note 801 - 900	10
2016	2016	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Score 1001 - 1100	Note 1001 - 1100	5
2016	2016	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	45
2016	2016	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	--
2016	2016	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Score 801 - 900	Note 801 - 900	--
2016	2016	Saskatchewan	Saskatchewan	Federal Skilled Worker	Travailleurs qualifiés	Score 901 - 1000	Note 901 - 1000	10
2016	2016	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	120
2016	2016	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	55
2016	2016	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	1075
2016	2016	Yukon	Yukon	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	--
2016	2016	Yukon	Yukon	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 801 - 900	Note 801 - 900	--
2016	2016	Yukon	Yukon	Federal Skilled Worker	Travailleurs qualifiés	Score 1001 - 1100	Note 1001 - 1100	--
2016	2016	Yukon	Yukon	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	--
2016	2016	Yukon	Yukon	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	--
2016	2016	Yukon	Yukon	Federal Skilled Worker	Travailleurs qualifiés	Score 901 - 1000	Note 901 - 1000	--
2016	2016	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	--
2016	2016	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	--
2017	2017	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 1001 - 1100	Note 1001 - 1100	10
2017	2017	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 201 - 250	Note 201 - 250	25
2017	2017	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 251 - 300	Note 251 - 300	20
2017	2017	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 301 - 350	Note 301 - 350	20
2017	2017	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	20
2017	2017	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	865
2017	2017	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	1605
2017	2017	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	360
2017	2017	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	20
2017	2017	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 701 - 800	Note 701 - 800	45
2017	2017	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 801 - 900	Note 801 - 900	35
2017	2017	Alberta	Alberta	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 901 - 1000	Note 901 - 1000	20
2017	2017	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Score 151 - 200	Note 151 - 200	--
2017	2017	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Score 201 - 250	Note 201 - 250	5
2017	2017	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Score 251 - 300	Note 251 - 300	15
2017	2017	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Score 301 - 350	Note 301 - 350	10
2017	2017	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Score 351 - 400	Note 351 - 400	5
2017	2017	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Score 451 - 500	Note 451 - 500	--
2017	2017	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Score 601 - 700	Note 601 - 700	--
2017	2017	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Score 701 - 800	Note 701 - 800	20
2017	2017	Alberta	Alberta	Federal Skilled Trades	Métiers spécialisés	Score 801 - 900	Note 801 - 900	5
2017	2017	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 301 - 350	Note 301 - 350	--
2017	2017	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	--
2017	2017	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	1315
2017	2017	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	1065
2017	2017	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	40
2017	2017	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 601 - 700	Note 601 - 700	--
2017	2017	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 801 - 900	Note 801 - 900	--
2017	2017	Alberta	Alberta	Federal Skilled Worker	Travailleurs qualifiés	Score 901 - 1000	Note 901 - 1000	10
2017	2017	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	15
2017	2017	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	--
2017	2017	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	5
2017	2017	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 1001 - 1100	Note 1001 - 1100	15
2017	2017	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 1101 - 1200	Note 1101 - 1200	--
2017	2017	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 201 - 250	Note 201 - 250	5
2017	2017	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 251 - 300	Note 251 - 300	20
2017	2017	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 301 - 350	Note 301 - 350	20
2017	2017	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	30
2017	2017	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	1620
2017	2017	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	2905
2017	2017	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	805
2017	2017	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	30
2017	2017	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 701 - 800	Note 701 - 800	10
2017	2017	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 801 - 900	Note 801 - 900	35
2017	2017	British Columbia	Colombie-Britannique	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 901 - 1000	Note 901 - 1000	40
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Trades	Métiers spécialisés	Score 151 - 200	Note 151 - 200	--
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Trades	Métiers spécialisés	Score 201 - 250	Note 201 - 250	35
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Trades	Métiers spécialisés	Score 251 - 300	Note 251 - 300	55
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Trades	Métiers spécialisés	Score 301 - 350	Note 301 - 350	15
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Trades	Métiers spécialisés	Score 351 - 400	Note 351 - 400	5
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Trades	Métiers spécialisés	Score 601 - 700	Note 601 - 700	20
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Trades	Métiers spécialisés	Score 701 - 800	Note 701 - 800	45
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Trades	Métiers spécialisés	Score 801 - 900	Note 801 - 900	10
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 1001 - 1100	Note 1001 - 1100	--
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 251 - 300	Note 251 - 300	--
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 301 - 350	Note 301 - 350	5
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	5
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	2040
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	1980
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	70
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 601 - 700	Note 601 - 700	--
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 801 - 900	Note 801 - 900	15
2017	2017	British Columbia	Colombie-Britannique	Federal Skilled Worker	Travailleurs qualifiés	Score 901 - 1000	Note 901 - 1000	25
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	520
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	5
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 601 - 700	Note 601 - 700	10
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	65
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	305
2017	2017	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	1410
2017	2017	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	--
2017	2017	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	100
2017	2017	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	185
2017	2017	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	20
2017	2017	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 701 - 800	Note 701 - 800	--
2017	2017	Manitoba	Manitoba	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 801 - 900	Note 801 - 900	--
2017	2017	Manitoba	Manitoba	Federal Skilled Trades	Métiers spécialisés	Score 701 - 800	Note 701 - 800	--
2017	2017	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	170
2017	2017	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	135
2017	2017	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	--
2017	2017	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 801 - 900	Note 801 - 900	--
2017	2017	Manitoba	Manitoba	Federal Skilled Worker	Travailleurs qualifiés	Score 901 - 1000	Note 901 - 1000	--
2017	2017	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	--
2017	2017	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	10
2017	2017	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 251 - 300	Note 251 - 300	--
2017	2017	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	60
2017	2017	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	100
2017	2017	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	25
2017	2017	New Brunswick	Nouveau-Brunswick	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	--
2017	2017	New Brunswick	Nouveau-Brunswick	Federal Skilled Trades	Métiers spécialisés	Score 251 - 300	Note 251 - 300	--
2017	2017	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	55
2017	2017	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	45
2017	2017	New Brunswick	Nouveau-Brunswick	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	10
2017	2017	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	65
2017	2017	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	--
2017	2017	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	25
2017	2017	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	505
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 251 - 300	Note 251 - 300	--
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	--
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	40
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	85
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	20
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 801 - 900	Note 801 - 900	--
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	30
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	25
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	--
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	--
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	--
2017	2017	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	10
2017	2017	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	15
2017	2017	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	5
2017	2017	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	--
2017	2017	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Trades	Métiers spécialisés	Score 301 - 350	Note 301 - 350	--
2017	2017	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	--
2017	2017	Northwest Territories	Territoires du Nord-Ouest	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	--
2017	2017	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	--
2017	2017	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	5
2017	2017	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 1001 - 1100	Note 1001 - 1100	--
2017	2017	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 251 - 300	Note 251 - 300	--
2017	2017	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	120
2017	2017	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	175
2017	2017	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	30
2017	2017	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 801 - 900	Note 801 - 900	--
2017	2017	Nova Scotia	Nouvelle-Écosse	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 901 - 1000	Note 901 - 1000	--
2017	2017	Nova Scotia	Nouvelle-Écosse	Federal Skilled Trades	Métiers spécialisés	Score 201 - 250	Note 201 - 250	--
2017	2017	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	150
2017	2017	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	75
2017	2017	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	--
2017	2017	Nova Scotia	Nouvelle-Écosse	Federal Skilled Worker	Travailleurs qualifiés	Score 901 - 1000	Note 901 - 1000	--
2017	2017	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	135
2017	2017	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	--
2017	2017	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	45
2017	2017	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	795
2017	2017	Nunavut	Nunavut	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	--
2017	2017	Nunavut	Nunavut	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	--
2017	2017	Nunavut	Nunavut	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	--
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 1001 - 1100	Note 1001 - 1100	30
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 1101 - 1200	Note 1101 - 1200	--
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 151 - 200	Note 151 - 200	--
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 201 - 250	Note 201 - 250	10
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 251 - 300	Note 251 - 300	10
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 301 - 350	Note 301 - 350	15
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	20
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	6645
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	10455
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	1740
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 601 - 700	Note 601 - 700	90
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 701 - 800	Note 701 - 800	10
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 801 - 900	Note 801 - 900	25
2017	2017	Ontario	Ontario	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 901 - 1000	Note 901 - 1000	50
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Score 201 - 250	Note 201 - 250	15
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Score 251 - 300	Note 251 - 300	30
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Score 301 - 350	Note 301 - 350	15
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Score 351 - 400	Note 351 - 400	--
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Score 401 - 450	Note 401 - 450	--
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Score 601 - 700	Note 601 - 700	--
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Score 701 - 800	Note 701 - 800	10
2017	2017	Ontario	Ontario	Federal Skilled Trades	Métiers spécialisés	Score 801 - 900	Note 801 - 900	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 1001 - 1100	Note 1001 - 1100	10
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 251 - 300	Note 251 - 300	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 301 - 350	Note 301 - 350	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 351 - 400	Note 351 - 400	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	11255
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	9840
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 501 - 600	Note 501 - 600	265
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 601 - 700	Note 601 - 700	--
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 801 - 900	Note 801 - 900	10
2017	2017	Ontario	Ontario	Federal Skilled Worker	Travailleurs qualifiés	Score 901 - 1000	Note 901 - 1000	15
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	2925
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1101 - 1200	Note 1101 - 1200	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	--
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	40
2017	2017	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	1410
2017	2017	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	--
2017	2017	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	55
2017	2017	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	35
2017	2017	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	5
2017	2017	Prince Edward Island	Île-du-Prince-Édouard	Federal Skilled Trades	Métiers spécialisés	Score 201 - 250	Note 201 - 250	--
2017	2017	Prince Edward Island	Île-du-Prince-Édouard	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	25
2017	2017	Prince Edward Island	Île-du-Prince-Édouard	Federal Skilled Worker	Travailleurs qualifiés	Score 451 - 500	Note 451 - 500	10
2017	2017	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 1001 - 1100	Note 1001 - 1100	40
2017	2017	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 601 - 700	Note 601 - 700	--
2017	2017	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 701 - 800	Note 701 - 800	--
2017	2017	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 801 - 900	Note 801 - 900	10
2017	2017	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	Score 901 - 1000	Note 901 - 1000	230
2017	2017	Province/Territory not stated	Province / territoire non déclaré(e)	Federal Skilled Worker	Travailleurs qualifiés	Score 401 - 450	Note 401 - 450	--
2017	2017	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 201 - 250	Note 201 - 250	--
2017	2017	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 351 - 400	Note 351 - 400	--
2017	2017	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 401 - 450	Note 401 - 450	160
2017	2017	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 451 - 500	Note 451 - 500	240
2017	2017	Saskatchewan	Saskatchewan	Canadian Experience Class	Catégorie de l'expérience canadienne	Score 501 - 600	Note 501 - 600	25
